,행정구역,2015,2016,2017,2018,2019,2020,2021
115,부산광역시,1.0484382572029385,0.9100595131862815,0.7492900449097718,0.6401013773183599,0.5464478672542201,0.47874794883806104,0.4024729490198729
116,부산광역시 강서구,2.258737379392752,2.4590178126797486,2.199073983338911,1.9654673076850393,1.9247769005069264,1.8718907517204944,1.6794629747973437
117,부산광역시 금정구,0.8612065514330272,0.7992584852791992,0.7062728982318894,0.5570609267511403,0.3729384605454001,0.2460837144085286,0.2609793824574921
118,부산광역시 기장군,1.7665661011602038,1.5530163666511987,1.2924351755443768,1.208985024408182,0.8900447550815876,1.197180309764667,0.8935177597871615
119,부산광역시 남구,0.83500406411167,0.6956536100323061,0.5434863974198331,0.7932831174882786,0.4318791046534385,0.3239437878657798,0.2934977298565481
120,부산광역시 동구,0.17967041591465277,0.13941735208928374,0.22953528348974764,0.11868950912794243,0.3655493182230848,0.2954170654939434,0.18313136802737956
121,부산광역시 동래구,1.1303816112128957,1.0600117971122718,0.8513016055020185,0.6759911049400675,0.8447299753837674,0.5938293677334089,0.44314543422209746
122,부산광역시 부산진구,0.915081082940735,0.7964332318354436,0.7061863641591164,0.5044594479985538,0.5304123741199741,0.6015777439283654,0.4295040171571033
123,부산광역시 북구,1.8790103687357813,1.5272610796112405,1.0148678562467315,0.7977243182119012,0.6095344027780552,0.40407301883256863,0.5177497288601607
124,부산광역시 사상구,1.3003119516320307,1.0579992977117991,0.8663799758393087,0.5638331526493515,0.42306614155918887,0.2976199491933108,0.2893646523653216
125,부산광역시 사하구,1.1937342244505806,1.0471738656693705,0.9091061692080824,0.6256342285258341,0.4426798771523831,0.2633672721852823,0.31268671663538866
126,부산광역시 서구,0.3251638190002764,0.2101495562039234,0.17318865302829659,0.38870676190493925,0.1448669646600221,0.2815245890354494,0.1579532441343247
127,부산광역시 수영구,0.9125055853358393,0.778908358403999,0.7274959642725427,0.4761148905287774,0.5348648568395047,0.5070578247503577,0.38900875893087244
128,부산광역시 연제구,1.1171549262567364,0.8579023418212581,0.8391039532677314,0.7904425673759672,0.7066418696492477,0.5530496234800831,0.44496690826120244
129,부산광역시 영도구,0.22880983205612876,0.14717597039722108,0.10799114551583378,0.006955080380795758,-0.045857431148108974,-0.05869707507839558,0.09782233438026425
130,부산광역시 중구,0.3010238156275302,0.3087427067709806,0.20127584648701802,0.05894403969755996,0.13098265444764598,0.18394325357454885,0.2214174699819933
131,부산광역시 해운대구,1.5295411797998826,1.3143977740931136,0.9841115349102395,0.9337477596662275,0.7700732544261769,0.6274473257028684,0.5072755245254977
132,서울특별시,1.770039234316745,1.6118215510458487,1.4258175620965814,1.2599574102419784,1.146732185542761,0.9831049520193751,0.8547825150782761
133,서울특별시 강남구,3.3374597942130824,2.9327942593720406,2.4590015745215275,2.107620394422929,2.0032610126035806,1.6065990923166442,1.4077873990548169
134,서울특별시 강동구,1.9454754403407526,1.695499125201958,1.5142131892327841,1.239132922612813,1.3299084931303469,1.36562636010444,1.029289571128964
135,서울특별시 강북구,0.8759298057550254,0.7830345386134135,0.7025388359880872,0.5573493133229199,0.4592668669993885,0.366707807540702,0.27265353058108427
136,서울특별시 강서구,2.2463318436689015,2.1155471478732357,1.8940399735433022,1.5628787235432795,1.3489189042937457,1.0791427377053586,1.0440732923560458
137,서울특별시 관악구,1.8711148488837825,1.7261746801419597,1.55020651700379,1.4881125524811663,1.3568064424627684,1.1674884329745265,1.0715517723473893
138,서울특별시 광진구,2.6143361725284127,2.3770317909629064,2.1601607567462437,1.906402760122297,1.618611298624102,1.3992039701719892,1.238787886761207
139,서울특별시 구로구,1.6564135510025224,1.4516189472508672,1.167637745048851,0.9913585122609313,1.0054825274824108,0.7773095294865782,0.5978484412761754
140,서울특별시 금천구,1.4214325993206336,1.3009832867345514,1.1456720738004196,0.9711371922495494,0.8546329759452578,0.7522239879345424,0.761869379693542
141,서울특별시 노원구,1.8403437722606857,1.6613161772046836,1.2932039008875709,1.1250674661692148,0.9003103237245256,0.7611132196392163,0.6100772420127674
142,서울특별시 도봉구,1.2935657312685476,1.1162269045265576,0.8998859091145713,0.7326300595154099,0.5560175837154903,0.39823418712570835,0.3359186716521187
143,서울특별시 동대문구,1.1615103722978248,1.0318719153626355,0.9063281278377187,0.8802169603958779,0.8034030965796368,0.7003792326131464,0.6863313602961061
144,서울특별시 동작구,1.5365143239798473,1.5339219349989526,1.2980150620606368,1.2599129852591038,1.1293472899455044,0.9249523773765469,0.8525914135881214
145,서울특별시 마포구,2.104351660798661,1.9116089074845992,1.7972874207201956,1.7948977227543972,1.6650830140405621,1.521748835126854,1.5027640245972795
146,서울특별시 서대문구,1.2590933178034118,1.22712536152708,1.0666081017940958,0.9607338620285907,0.9130896854706732,0.9310195967396853,0.7207231261331232
147,서울특별시 서초구,2.7337222839002506,2.5692501939697134,2.175034140938113,1.9234294322124341,1.7373586634767852,1.432080740154354,1.2161452223080955
148,서울특별시 성동구,1.7319638508895783,1.6758926211739948,1.6554738202302564,1.5328549203166395,1.1281973495162525,0.967601629884608,0.8643761879703014
149,서울특별시 성북구,1.342951990661072,1.2055424712392402,1.1059002434815821,0.9573748660879248,1.1301955738775362,0.8252432560681159,0.7796176240210853
150,서울특별시 송파구,2.9802997654564196,2.7224226307015145,2.4463131952621446,2.1105372947938927,1.9116124749129624,1.4532065377866894,1.2446554830776912
151,서울특별시 양천구,2.727172867188379,2.3525286664817116,1.9423701262472863,1.6249957990848258,1.3639938320208567,1.1607630209561683,0.9454829741954082
152,서울특별시 영등포구,1.473837510611323,1.329380278962376,1.2839305137638712,1.2144273227331415,1.138388582489886,1.2436100939207462,1.0585262091059813
153,서울특별시 용산구,1.0900241361912202,1.0232797037007628,1.028716215854031,1.0112090672150071,0.9295232156303788,0.9134378214607237,0.8030975358313788
154,서울특별시 은평구,1.3760664101490592,1.1814989953917339,1.0524514932740932,0.9478076962725006,0.8478538782808177,0.7897458786968107,0.656502186362252
155,서울특별시 종로구,0.9668910352245527,0.8868912477685253,1.0045055556537665,0.7863869232158309,0.6951811289987067,0.610618469993396,0.5761085710753912
156,서울특별시 중구,0.8436422732145479,0.8945272653332406,0.8949390498783137,0.8252462189062352,0.7567240258278252,0.6067060438622353,0.5834129010593172
157,서울특별시 중랑구,1.4625886858766284,1.3279276228216654,1.1162423101035222,0.9212976733832942,0.7313669142109026,0.6894455903657222,0.5451309192039855
158,세종특별자치시,3.333634781804432,3.3475163146185056,3.5687383009917326,3.6961766962499643,3.529805663590829,3.070798405632549,2.9127880133633086
159,울산광역시,3.439005986145737,2.940831694006402,2.368234425874136,1.9343228741742098,1.5867181241549497,1.2097147266102901,0.9566499978415197
160,울산광역시 남구,4.35771298478758,3.7318002455470536,2.8824214726749884,2.316925976231324,1.7289033096868716,1.4218781735466064,1.077494559419689
161,울산광역시 동구,4.030839555645279,3.460750568819501,2.4390626530723054,1.83346742286344,1.3020965123051467,1.043131948800736,0.8305839927048426
162,울산광역시 북구,7.161515038047316,6.487422567120393,5.6651363336871015,5.098729754507154,4.69280168981506,3.518038008373098,2.7555609938413426
163,울산광역시 울주군,1.9390332860656159,1.5792905004469284,1.4515616473101418,1.250990989671331,1.0984904758415597,0.8209467296478933,0.6856455136421142
164,울산광역시 중구,2.6226539241737834,2.011705775479266,1.5367011434311681,1.0552038004780266,0.727496058668147,0.5706335821024373,0.4849652175847624
165,인천광역시,2.3877639904292836,2.1852708246028016,1.8572228363226833,1.628989175524703,1.392085122657609,1.1265984317303606,1.031676320067154
166,인천광역시 강화군,0.25448384269418994,0.23476396767691185,0.2850637952908035,0.1843459393171374,0.18735460709144236,0.14798508794804666,0.22179954408124486
167,인천광역시 계양구,3.9056919879938254,3.376758176546553,2.630144785832204,1.9552627321405711,1.5255810372079215,1.1940720589399674,1.1035729199830366
168,인천광역시 남동구,3.133397232163686,2.616322852320419,2.2875536307360753,1.889259828341088,1.4890328380815314,1.1583852727842234,0.9533274886345502
169,인천광역시 동구,0.49455991208452005,0.41764835756815843,0.31539157615646274,0.06683086730074855,0.11580443074071334,0.07614832369513114,0.23748964934823089
170,인천광역시 미추홀구,1.216975718565153,1.402964644469571,1.1146174131805284,0.9279565659688794,0.6935559598325293,0.6421209626535548,0.7138063532363128
171,인천광역시 부평구,2.4107727601025046,2.1126012782870442,1.721959390443177,1.3151880014429416,1.0753793015841822,0.7796510604280782,0.7794061008225178
172,인천광역시 서구,4.582645829427933,4.175811616320489,3.556951055396359,3.3955172130987297,2.761066123532041,2.156694454875448,2.0503810004775422
173,인천광역시 연수구,4.785205611521492,4.559381750540624,3.9839212881891233,3.6509912714853967,3.4603598168834786,3.0643199209163647,2.395811350997404
174,인천광역시 옹진군,0.27367423120254364,0.3106774572618408,0.24768664738630153,-0.001721814964640772,-0.004497355951915555,0.0951257090467788,0.07982676196233475
175,인천광역시 중구,1.3329294412559811,1.2066273039486073,1.2613176567382696,1.3065020575349398,1.6360073242655218,1.262163158773832,1.1568757364044502
176,전라남도,0.4054474644566499,0.35130251771689747,0.32131254935572306,0.27285137489784705,0.23766661312806345,0.20032577904058102,0.19540192919782656
177,전라남도 강진군,-0.08620360076214909,-0.12369809764775264,-0.090515374897563,-0.06167272410971214,-0.10373858800528869,-0.04535606624042467,-0.04344292132253338
178,전라남도 고흥군,0.01034650254358837,0.011612182166050762,0.04441919875767679,0.012906331405444466,0.012866380944097984,-0.006957838880744676,-0.0037470839546937737
179,전라남도 곡성군,0.14303642828369928,0.06715267921240416,0.08471825254103421,0.0031862544139785176,-0.09246711545578175,-0.11619660464883498,0.0060016449700934435
180,전라남도 광양시,2.2263454112260495,2.107890347550896,1.7997340359804552,1.626317545312458,1.3475129459080912,0.7965429927789165,0.8456199663489595
181,전라남도 구례군,0.21924510479622206,0.20245257470443961,0.19386787673118294,0.0469467663539747,-0.031470555992859944,-0.12474287367389333,0.012288913772421334
182,전라남도 나주시,0.636493240793141,0.6165655815659654,0.6309843707894689,0.5203392090007448,0.36658532371144015,0.3613579309401922,0.3888085090994274
183,전라남도 담양군,0.12717584662307627,0.20665049007503006,0.18167045969341045,0.09462778485065729,0.09221234740132259,0.09496036685906838,0.15861319418752523
184,전라남도 목포시,1.3282919971285092,1.2053617323567871,0.9685115085305942,0.9008470385583505,0.7680473021098837,0.5435957223693968,0.4544823715104839
185,전라남도 무안군,0.513932664301234,0.4244731131582785,0.5265483050923385,0.33637649430803285,0.3083827937733502,0.7534046129786324,0.8320052147775157
186,전라남도 보성군,0.01543641050802367,-0.0619209930503946,-0.026879211626067205,-0.06415625133102779,-0.20849863455096024,-0.0781715998061191,-0.060338789955383776
187,전라남도 순천시,1.4138957885192274,1.2483971345931277,1.1497583431132803,1.0317397492758382,0.90924971379576,0.8729828022999147,0.7157266665333258
